id,mw,mw_type
us200064hq,5.7,mww
us200064rn,5.7,mww
us20006567,5.7,mwb
us2000659j,5.7,mww
us200065d1,6.3,mww
us200065ep,5.6,mww
us200065g0,6.0,mww
us200065s1,6.1,mww
us200065sc,6.3,mww
us2000665g,5.5,mww
us200066bv,5.8,mww
us200066n4,5.5,mww
us200066t7,5.5,mww
us200066x9,6.4,mww
us2000671z,5.7,mww
us200067az,5.7,mww
us200067p3,5.5,mww
us200067r2,5.8,mww
us20006ewt,5.6,mwb
us20006f14,5.5,mwb
us20006fpn,5.8,mww
us20006g6l,6.1,mww
us20006h0d,5.8,mww
us20006h25,5.5,mww
us20006h2e,5.32,mw
us20006h4k,5.9,mww
us20006h9g,5.7,mwb
us20006hdi,5.8,mww
us20006hi2,6.1,mww
us20006hkb,6.4,mww
us20006hnx,5.9,mwb
us20006hpx,5.8,mww
us20006hzu,5.9,mww
us20006ty8,5.9,mww
us20006urc,5.5,mww
us20006uy6,7.1,mww
us20007c73,5.5,mwb
us20007ccf,5.8,mww
us20007cfa,5.6,mwb
us20007crf,5.6,mwc
us20007cu1,5.8,mww
us20007cya,5.8,mww
us20007d25,5.6,mwb
us20007dbw,5.6,mww
us20007dxq,5.5,mwb
us20007ebu,6.3,mww
us20007eec,5.5,mww
us20007ept,6.8,mww
us20007eqh,5.9,mww
us20007f3s,5.9,mww
us20007f6l,5.6,mww
us20007f7j,6.6,mww
us20007fhv,5.6,mww
us20007fj2,5.6,mww
us20007fta,6.2,mww
us20007g96,5.9,mww
us20007ga1,5.6,mww
us20007gb2,5.5,mwb
us20007gmi,5.8,mww
us20007gsh,6.1,mww
us20007guy,5.5,mww
us20007z2r,6.0,mww
us20007z6r,6.6,mww
us20007z80,7.8,mww
us20007zbi,5.63,mw
us20007zbn,6.5,mww
us20007zlq,6.9,mww
us20007zm1,5.9,mww
us20007zn7,5.8,mww
us20007zpc,5.5,mww
us20007zq4,5.6,mww
us20007zq6,5.8,mww
us20007ztn,6.0,mww
us20007zz8,5.8,mww
us20008002,5.5,mww
us200080m3,6.0,mww
us200080td,5.5,mww
us2000819r,5.5,mww
us200081as,5.62,mw
us200081bu,5.6,mw
us200081iw,5.59,mw
us200081v8,7.9,mww
us200081vz,5.69,mw
us200081w0,6.3,mww
us2000825r,5.9,mww
us2000826e,5.5,mwb
us2000826m,5.9,mww
us2000828l,6.2,mww
us2000829x,5.5,mww
us200082an,6.4,mww
us200082pp,6.4,mww
us200082q8,5.6,mww
us200082s5,5.6,mww
us200082tk,6.0,mww
us20008fsm,5.6,mww
us20008hh9,5.8,mww
us20008hx7,5.5,mww
us20008ic7,6.3,mww
us20008ixa,6.5,mww
us20008kn8,6.4,mww
us20008l0q,5.5,mww
us20008l41,6.5,mww
us20008lv9,5.5,mww
us20008lww,5.9,mww
us20008m3t,6.9,mww
us20008man,5.9,mww
us20008mhb,5.5,mww
us20008mw4,5.7,mww
us20008sd8,5.6,mww
us20008siq,5.5,mww
us20008t6m,6.0,mww
us20008tme,5.6,mww
us20008ulq,5.5,mww
us20008uzn,6.2,mww
us20008vhl,6.6,mww
us20008vll,5.7,mww
us20009jd6,6.8,mww
us20009jdx,5.9,mww
us20009kit,5.9,mww
us20009kr6,5.6,mww
us20009lfa,5.6,mww
us20009lpe,5.6,mww
us20009lsg,5.5,mww
us20009lwc,5.7,mww
us20009lwp,5.7,mww
us20009ly0,6.3,mww
us20009m97,5.8,mww
us20009mbf,5.5,mww
us20009mbt,6.9,mww
us20009mji,5.5,mww
us20009mjp,6.0,mww
us20009msm,5.8,mww
us20009n59,5.7,mww
us20009n9r,5.5,mww
us20009nc2,6.1,mww
us20009nju,5.9,mww
us20009p1a,6.8,mww
us20009pf9,5.6,mww
us20009pgd,5.5,mww
us20009ph9,5.7,mww
us20009pjx,5.6,mww
us20009pmr,6.0,mww
us20009psx,5.5,mww
us20009q32,5.5,mww
us20009q4v,6.0,mww
us20009vsi,5.9,mww
us20009vvi,6.4,mww
us20009wjw,5.9,mww
us20009wsf,5.6,mww
us20009wu6,5.7,mww
us20009wwj,6.3,mww
us20009x42,7.7,mww
us20009x7r,6.4,mww
us20009xz4,6.0,mww
us20009y4v,5.7,mww
us20009yb7,5.8,mww
us20009ynd,6.6,mww
us20009yvq,5.5,mww
us20009zyk,5.5,mww
us2000a02t,5.6,mww
us2000a18e,6.0,mww
us2000a1qs,5.8,mww
us2000a1uk,6.0,mww
us2000a21g,5.5,mww
us2000a2r4,5.7,mww
us2000a34a,5.6,mww
us2000a4zc,5.8,mww
us2000a59l,5.8,mww
us2000a5dp,5.6,mww
us2000a5g1,5.8,mww
us2000a5hd,5.5,mww
us2000a5hh,5.7,mww
us2000a5x1,6.5,mww
us2000a65e,6.3,mww
us2000a68x,5.5,mww
us2000a690,5.5,mww
us2000a6ul,5.5,mww
us2000a77i,6.2,mww
us2000a7gq,5.6,mww
us2000a7kk,5.8,mww
us2000a7q2,6.4,mww
us2000a7ta,5.8,mww
us2000a7xx,5.6,mww
us2000a8bb,5.7,mww
us2000a8qf,5.7,mww
us2000a98r,6.6,mww
us2000a9k7,5.5,mww
us2000a9n1,6.4,mww
us2000ac49,5.5,mww
us2000ac7a,6.3,mww
us2000adjh,6.3,mww
us2000adtb,5.5,mww
us2000aek2,5.5,mww
us2000afh9,6.1,mww
us2000aful,5.5,mww
us2000ahlq,6.1,mww
us2000ahv0,8.2,mww
us2000ailq,5.5,mww
us2000aj51,5.8,mww
us2000aj8s,5.5,mww
us2000ajpe,5.7,mww
us2000ak7u,5.7,mww
us2000akcq,5.5,mww
us2000amk5,5.8,mww
us2000anjp,5.5,mww
us2000ap3b,5.6,mww
us2000apif,5.7,mww
us2000apru,5.5,mww
us2000apwd,5.9,mww
us2000apx5,5.6,mww
us2000aqji,5.5,mww
us2000ar20,7.1,mww
us2000arel,6.1,mww
us2000arxv,6.1,mww
us2000as2f,6.4,mww
us2000as5x,5.9,mww
us2000as7r,5.7,mww
us2000at0m,5.6,mww
us2000atbf,5.7,mww
us2000atis,5.8,mww
us2000atjv,6.1,mww
us2000atpb,5.7,mww
us2000atwe,5.8,mww
us2000aulg,5.9,mww
us2000autd,6.4,mww
us2000av31,5.8,mww
us2000avvw,5.5,mww
us2000axas,5.6,mww
us2000b0nr,5.7,mww
us2000b1c3,5.5,mww
us2000b1t0,5.5,mww
us2000b1v8,6.2,mww
us2000b20f,5.6,mww
us2000b25h,5.6,mww
us2000b2sv,6.1,mww
us2000b2v1,6.2,mww
us2000b2vq,6.5,mww
us2000b3dm,6.3,mww
us2000bfdc,5.6,mww
us2000bhp8,5.7,mww
us2000bibm,6.8,mww
us2000bie2,5.7,mww
us2000bife,5.6,mww
us2000biq7,5.5,mww
us2000bivm,5.5,mww
us2000bjp9,5.5,mww
us2000bjrq,5.7,mww
us2000bk15,6.5,mww
us2000bk9d,5.7,mww
us2000bkrv,6.0,mww
us2000bldw,5.8,mww
us2000blul,6.1,mww
us2000bmcg,7.3,mww
us2000bmfd,5.9,mww
us2000bmhe,6.5,mww
us2000bn70,5.5,mww
us2000bnem,5.5,mww
us2000bnmq,5.8,mww
us2000bnnl,5.6,mww
us2000bnrs,5.5,mww
us2000bphs,5.9,mww
us2000bpkq,5.8,mww
us2000bqsn,6.4,mww
us2000bqvz,5.5,mww
us2000br1i,5.8,mww
us2000brbk,6.3,mww
us2000brgk,6.6,mww
us2000brh4,5.9,mww
us2000brlf,7.0,mww
us2000brnd,6.0,mww
us2000brz0,6.0,mww
us2000bs5i,5.5,mww
us2000bsrh,5.5,mww
us2000btkn,5.5,mww
us2000bubz,5.8,mww
us2000burc,6.0,mww
us2000bvcw,5.5,mww
us2000bvry,5.5,mww
us2000bvsl,5.7,mww
us2000c1wt,6.4,mww
us2000c1xc,5.9,mww
us2000c1zn,6.3,mww
us2000c286,5.7,mww
us2000c2du,6.1,mww
us2000c2te,5.7,mww
us2000c2vg,5.6,mww
us2000c2xt,5.5,mww
us2000c3ag,6.0,mww
us2000c3mi,6.0,mww
us2000c3y6,6.5,mww
us2000c4ki,5.5,mww
us2000c4v8,6.5,mww
us2000c57n,5.5,mww
us2000c5bf,5.5,mww
us2000ci3s,5.5,mww
us2000ciek,5.5,mww
us2000cifa,6.0,mww
us2000cj9r,5.8,mww
us2000cjfy,7.1,mww
us2000cjkg,5.5,mww
us2000cjyj,5.8,mww
us2000ck3t,5.9,mww
us2000ckj1,5.8,mww
us2000ckqy,5.8,mww
us2000cl83,6.3,mww
us2000cm0f,6.3,mww
us2000cmwz,5.9,mww
us2000cmy3,7.9,mww
us2000cn1j,5.56,mw
us2000cngh,5.36,mw
us2000cnh7,5.5,mww
us2000cnnl,6.3,mww
us2000cp4g,5.8,mww
us2000cp4y,6.2,mww
us2000cp7l,5.8,mww
us2000cpba,5.8,mww
us2000cq5t,6.3,mww
us2000cqgn,5.7,mww
us2000cqnn,6.6,mww
us2000cqrl,5.5,mww
us2000cqzc,5.5,mww
us2000cr9m,5.5,mww
us2000crmu,6.2,mww
us2000crq6,5.6,mww
us2000crtj,5.6,mww
us2000cymg,5.7,mww
us2000cysh,5.7,mww
us2000cz4c,5.6,mww
us2000czgc,6.0,mww
us2000czig,5.8,mww
us2000d004,5.6,mww
us2000d0ex,5.8,mww
us2000d0k7,5.5,mww
us2000d0p1,6.0,mww
us2000d18h,5.7,mww
us2000d18y,5.6,mww
us2000d2jg,5.6,mww
us2000d3km,7.2,mww
us2000d3m0,5.8,mww
us2000d4lg,5.9,mww
us2000d7pu,5.6,mww
us2000d7q6,7.5,mww
us2000d7r4,5.73,mw
us2000d7y3,5.6,mww
us2000d80x,5.9,mww
us2000d83z,5.8,mww
us2000d855,6.1,mww
us2000d867,6.3,mww
us2000d8mh,5.5,mww
us2000d8my,5.7,mww
us2000d8rl,6.1,mww
us2000d90d,6.1,mww
us2000damy,5.9,mww
us2000dc23,5.7,mww
us2000dc52,6.0,mww
us2000dcqh,5.09,mw
us2000dcx1,6.7,mww
us2000ddm5,5.8,mww
us2000ddra,5.6,mww
us2000dus5,6.0,mww
us2000duvm,5.8,mww
us2000dux6,5.5,mww
us2000dveh,5.6,mww
us2000dvvi,5.5,mww
us2000dvwq,6.3,mww
us2000dwh6,5.7,mww
us2000dwpi,5.6,mww
us2000dxfc,6.2,mww
us2000dxxe,5.5,mww
us2000e0mq,6.0,mww
us2000e1b6,5.5,mww
us2000fqdy,5.5,mww
us2000frwr,5.9,mww
us2000ft89,5.6,mww
us2000fvnq,5.7,mww
us2000fwxz,5.5,mww
us2000fxyz,6.1,mww
us2000fyrv,5.5,mww
us2000fz0q,5.9,mww
us2000fzb7,6.0,mww
us2000fzfw,5.5,mww
us2000fzwt,5.5,mww
us2000g11i,5.6,mww
us2000g1ay,5.6,mww
us2000g2se,5.5,mww
us2000g3up,6.4,mww
us2000g5b4,6.0,mww
us2000g5mh,6.0,mww
us2000g69z,5.8,mww
us2000g6uy,6.0,mww
us2000g83v,5.6,mww
us2000g8sc,5.8,mww
us2000g8tr,5.8,mww
us2000g9l7,5.6,mww
us2000g9ms,5.86,mw
us2000gaa3,5.6,mww
us2000gaxd,5.9,mww
us2000gb4d,5.8,mww
us2000gbea,5.6,mww
us2000gbew,5.5,mww
us2000gbr3,6.0,mww
us2000gcpa,5.6,mww
us2000gdsq,5.7,mww
us2000ge0q,5.5,mww
us2000gg23,5.7,mww
us2000gg76,6.0,mww
us2000ggbs,6.4,mww
us2000gh23,5.5,mww
us2000gi03,5.5,mww
us2000h5hs,5.5,mww
us2000h5z6,5.5,mww
us2000h6dj,5.5,mww
us2000h6i8,5.6,mww
us2000h70q,5.5,mww
us2000h72b,5.6,mww
us2000h7aj,5.6,mww
us2000h7ci,5.5,mww
us2000h7e0,5.9,mww
us2000h8h6,5.6,mww
us2000h8ry,5.3,mw
us2000h8ty,6.6,mww
us2000h94x,5.5,mww
us2000h9e2,7.9,mww
us2000ha13,6.2,mww
us2000ha1k,5.8,mww
us2000ha5b,5.6,mww
us2000hat7,5.7,mww
us2000haxi,6.2,mww
us2000haz0,5.8,mww
us2000hb83,5.5,mww
us2000hb9n,5.5,mww
us2000hbk9,6.5,mww
us2000hbpv,6.9,mww
us2000hc1x,6.3,mww
us2000hdy6,5.5,mww
us2000hep2,5.8,mww
us2000hewm,5.7,mww
us2000hf24,5.7,mww
us2000hf73,5.6,mww
us2000hfjk,6.5,mww
us2000hg93,6.0,mww
us2000hgcc,5.9,mww
us2000hgcm,5.5,mww
us2000hgln,5.7,mw
us2000hhfi,5.6,mww
us2000hhzn,5.9,mww
us2000hhzr,5.7,mwb
us2000hi48,5.6,mww
us2000hiwb,5.8,mww
us2000hk13,5.8,mww
us2000i5jk,5.8,mww
us2000i5mj,6.2,mww
us2000i5tk,6.0,mww
us2000i6mv,6.0,mww
us2000i6sc,5.9,mww
us2000i7iz,5.5,mww
us2000isc8,7.1,mww
us2000isw3,6.3,mww
us2000iu2u,6.1,mww
us2000iu3c,5.5,mww
us2000iu4a,5.8,mww
us2000iuya,6.3,mww
us2000iuyv,5.7,mww
us2000iv5f,5.8,mww
us2000ivfw,7.3,mww
us2000ivge,5.7,mw
us2000ivgx,5.62,mw
us2000ivs3,5.9,mww
us2000ivst,5.7,mww
us2000iw0e,5.5,mww
us2000iw7g,5.6,mww
us2000iwa7,5.6,mww
us2000iwat,6.0,mww
us2000iws8,5.8,mww
us2000iwvb,6.4,mww
us2000iwwp,5.6,mww
us2000iwx0,5.5,mww
us2000ix3y,6.1,mww
us2000ixpr,5.7,mww
us2000iyhj,5.8,mww
us2000iyta,7.0,mww
us2000iz50,5.7,mww
us2000izcv,6.0,mww
us2000j076,5.6,mww
us2000j0iw,5.9,mww
us2000j0ja,6.8,mww
us2000j0n0,5.7,mww
us2000j0th,5.6,mww
us2000j0uj,6.6,mww
us2000j0yp,5.5,mww
us2000j1d4,6.3,mww
us2000j1rt,5.94,mw
us2000j2kv,5.8,mww
us2000j468,6.6,mww
us2000j47l,5.7,mww
us2000j4gj,5.5,mww
us2000j545,6.2,mww
us2000j56c,5.7,mww
us2000j5qu,6.0,mww
us2000j5sx,5.9,mww
us2000j63c,5.7,mww
us2000j6hy,6.7,mww
us2000j6qe,5.5,mww
us2000j6qr,5.6,mww
us2000j6tj,5.6,mww
us2000j70q,6.0,mww
us2000j73a,6.3,mww
us2000j7dn,6.7,mww
us2000j7rv,5.6,mww
us2000j85q,5.5,mww
us2000j8n4,5.7,mww
us2000j92j,5.7,mww
us2000j92w,6.2,mww
us2000j94v,5.9,mww
us2000j94y,5.5,mww
us2000j967,5.6,mww
us2000j98z,6.2,mww
us2000j9fn,5.8,mww
us2000j9pz,5.5,mww
us2000j9um,5.5,mww
us2000jb9t,5.5,mww
us2000jbub,6.7,mww
us2000jcbz,6.0,mww
us2000jccs,5.9,mww
us2000jcdi,5.93,mw
us2000jcds,5.6,mww
us2000jcg3,5.5,mww
us2000jd8d,5.8,mww
us2000jda7,5.6,mww
us2000je43,5.5,mww
us2000jekx,5.7,mww
us2000jf6y,5.5,mww
us2000jfb2,5.9,mww
us2000jgma,6.0,mww
us2000jhyq,5.5,mww
us2000ji4e,6.2,mww
us2000jj68,6.4,mww
us2000jjm5,5.7,mww
us2000jkah,5.6,mww
us2000jkcy,5.5,mww
us2000jkzu,5.5,mww
us2000jlfv,7.5,mww
us2000jlh2,5.62,mw
us2000jmvf,5.5,mww
us2000k6u4,6.2,mww
us2000k7im,5.8,mww
us2000k7ks,6.2,mww
us2000k7vu,6.2,mww
us2000k7w8,5.5,mww
us2000k80u,5.5,mww
us2000k89w,5.6,mww
us2000k8e8,5.5,mww
us2000k8ri,6.0,mww
us2000k9d7,6.4,mww
us2000kans,5.9,mww
us2000kav9,6.4,mww
us2000kaxv,5.8,mww
us2000kbi1,6.3,mww
us2000kbs5,5.6,mww
us2000kbur,5.7,mww
us2000kc3p,5.5,mww
us2013lhd1,5.57,mw
us2013lwcv,5.6,mww
us2013nrbl,5.5,mwc
us2013pda1,5.5,mwc
us2013plai,6.1,mww
us2013pqaf,5.9,mww
us2013puau,5.5,mwc
us600032fg,6.5,mww
us60003qg7,5.6,mww
us60003r2r,6.0,mww
us60003r7u,5.7,mww
us60003s2g,5.7,mww
us60003sc0,8.0,mww
us60003snl,5.5,mww
us60003sv9,5.7,mww
us6000408i,5.7,mww
us600040ja,6.4,mww
us600040xy,5.7,mww
us60004177,6.1,mww
us6000417i,7.3,mww
us600041a4,5.61,mw
us600041b3,6.3,mww
us600041gb,5.6,mww
us600041lv,6.1,mww
us600041rk,5.8,mww
us600041ry,5.8,mww
us600041tf,5.5,mww
us60004294,5.5,mww
us600042fx,6.4,mww
us600042jc,5.9,mww
us600042kv,5.5,mww
us600042vn,6.4,mww
us6000434e,6.3,mww
us600043e4,5.7,mww
us600043jp,5.5,mww
us6000444m,6.2,mww
us600044qf,5.6,mww
us600044z4,6.1,mww
us600044zz,7.3,mww
us6000453g,5.77,mw
us6000456p,5.9,mww
us600045am,5.62,mw
us600045bc,5.5,mww
us600045dg,5.5,mww
us600045lr,5.9,mww
us600045mz,6.4,mww
us60004uec,5.5,mww
us60004w8x,6.0,mww
us60004wav,5.7,mww
us60004wfx,5.7,mww
us60004wg9,5.6,mww
us60004wjb,6.3,mww
us60004x4m,5.8,mww
us60004x6z,5.6,mww
us60004xtc,5.9,mww
us60004xz4,6.6,mww
us60004yps,6.8,mww
us60004ys7,5.6,mww
us60004z9n,6.0,mww
us60004zhq,6.9,mww
us600050if,6.3,mww
us600050j4,5.6,mww
us600050ny,5.8,mww
us600050rn,5.7,mww
us600051m3,5.9,mww
us600051r4,5.9,mww
us6000522g,5.8,mww
us60005247,5.8,mww
us6000529r,5.9,mww
us60005489,5.5,mww
us6000556z,5.9,mww
us600055cf,5.5,mww
us600056r6,5.9,mww
us600057ee,6.0,mww
us600057vb,5.5,mww
us600057xt,6.0,mww
us60005kta,6.1,mww
us60005ku0,5.9,mww
us60005kuc,5.72,mw
us60005lrf,5.6,mww
us60005lts,5.9,mww
us60005ly5,5.6,mww
us60005n52,6.0,mww
us6000624a,5.5,mww
us6000624h,5.6,mww
us600062n7,5.7,mww
us6000632m,5.8,mww
us6000645n,6.6,mww
us60006470,5.9,mww
us600064a5,5.5,mww
us600064al,5.8,mww
us600068w0,5.9,mww
us6000692t,5.8,mww
us6000693m,6.5,mww
us600069n1,5.5,mww
us600069nz,5.6,mww
us60006adr,5.5,mww
us60006adv,6.2,mww
us60006b29,5.5,mww
us60006b3s,5.5,mww
us60006bdi,5.5,mww
us60006bjl,7.1,mww
us60006bmg,6.0,mw
us60006bpw,6.0,mww
us60006bse,5.5,mww
us60006bu3,5.9,mww
us60006lsm,5.6,mww
us60006m2j,6.0,mww
us60006m7z,5.5,mww
us60006mdf,5.6,mww
us60006n19,6.0,mww
us60006n2z,5.8,mww
us60006pbw,5.6,mww
us60006ppb,5.7,mww
us60006ptp,5.8,mww
us60006rem,6.0,mww
us60006rp9,6.8,mww
us60006rpn,5.6,mww
us60006s6p,5.6,mww
us60006szl,5.9,mww
us60007a3h,6.0,mww
us60007anp,6.0,mww
us60007arp,6.1,mww
us60007b5x,6.1,mww
us60007cim,5.5,mww
us60007crw,5.5,mww
us60007d0c,5.5,mww
us60007d2r,5.6,mww
us60007djn,6.2,mww
us60007e4x,5.5,mww
us60007ei6,5.5,mww
us60007ewc,6.7,mww
us60007g6e,5.6,mww
us60007g8m,6.1,mww
us60007gca,5.8,mww
us60007gra,5.7,mww
us60007gyx,6.3,mww
us60007i7j,5.5,mww
us60007ibj,5.5,mww
us60007idc,7.7,mww
us60007iig,6.1,mww
us60007j2w,6.0,mww
us60007jmj,5.8,mww
us60007jpa,5.5,mww
us60007jzj,5.7,mww
us60007kv1,5.9,mww
us60007lbm,5.7,mww
us60007mj2,5.6,mww
us600084gu,6.0,mww
us600085g3,5.5,mww
us600085x5,5.7,mww
us600087lz,5.7,mww
us600089zt,5.5,mww
us60008ay3,6.0,mww
us60008bj6,5.5,mww
us60008d3z,5.6,mww
us60008d51,5.7,mww
us60008e9x,5.5,mww
us60008fl8,6.4,mww
us60008gzt,5.6,mww
us60008h76,6.0,mww
us60008hkg,6.1,mww
us60008hml,5.5,mww
us60008hpv,5.8,mww
us60008hzl,6.2,mww
us60009a5h,5.5,mww
us60009c06,6.1,mww
us60009zma,5.5,mww
us60009zv5,6.2,mww
us6000a0um,6.0,mww
us6000a0x5,5.8,mww
us6000a2de,5.5,mww
us6000a2n5,5.6,mww
us6000a2rt,5.6,mww
us6000a316,6.1,mww
us6000a3cn,5.8,mww
us6000a4yi,6.8,mww
us6000a532,6.0,mww
us6000a5r3,6.4,mww
us6000a74v,5.7,mww
us6000a7ic,5.8,mww
us6000a7ig,5.7,mww
us6000a7kv,5.9,mww
us6000a89s,5.7,mww
us6000a8lw,5.5,mww
us6000a8nh,5.7,mww
us6000a93j,5.9,mww
us6000a9ik,6.0,mww
us6000aadz,5.7,mww
us6000abcq,6.6,mww
us6000abgq,6.2,mww
us6000abnv,5.9,mww
us6000ac28,5.5,mww
us6000ack0,5.6,mww
us6000acva,5.5,mww
us6000adb0,5.6,mww
us6000ae4n,7.4,mww
us6000ae7q,5.8,mw
us6000aea8,5.75,mw
us6000aerr,5.6,mww
us6000afj6,5.7,mww
us6000ag18,6.0,mww
us6000ag4u,5.6,mww
us6000agjg,5.5,mww
us6000ah1z,6.0,mww
us6000ah9t,7.4,mww
us6000ahcr,6.02,mw
us6000b26j,6.3,mww
us6000b29h,5.5,mww
us6000b35c,5.5,mww
us6000b46r,6.4,mww
us6000b4ug,5.8,mww
us6000b4yh,5.5,mww
us6000b56k,6.1,mww
us6000b5zl,5.6,mww
us6000b6i4,5.8,mww
us6000b72l,5.7,mww
us6000b7ai,5.7,mww
us6000b7d1,5.6,mww
us6000b7wu,5.5,mww
us6000b80p,6.4,mww
us6000b849,5.7,mww
us6000b84f,6.1,mww
us6000b84u,5.6,mww
us6000b88w,5.7,mww
us6000b8b6,5.9,mww
us6000b8pf,5.5,mww
us6000b8vp,5.6,mww
us6000b930,5.6,mww
us6000b993,5.6,mww
us6000b9cc,5.8,mww
us6000b9mv,6.4,mww
us6000badi,6.3,mww
us6000bb4r,5.5,mww
us6000bbh7,5.5,mww
us6000bbmw,5.7,mww
us6000bbu3,5.7,mww
us6000bdg8,6.0,mww
us6000bdq1,5.5,mww
us6000bdq8,5.6,mww
us6000bduv,5.7,mww
us6000bf3f,5.8,mww
us6000bfpw,5.8,mww
us6000bgbr,6.6,mww
us6000bgdq,5.8,mww
us6000bgvl,6.8,mww
us6000bgvu,6.9,mww
us6000bi4p,6.9,mww
us6000biub,5.5,mww
us6000biyj,5.8,mww
us6000bizy,5.5,mww
us6000bzek,5.5,mww
us6000c0cs,5.8,mww
us6000c1np,6.1,mww
us6000c1tj,5.5,mww
us6000c3kz,6.4,mww
us6000c3td,6.1,mww
us6000c403,5.5,mww
us6000c4p5,5.7,mww
us6000c54x,5.8,mww
us6000c5i4,5.6,mww
us6000c5zm,5.9,mww
us6000c617,5.9,mww
us6000c6mu,6.3,mww
us6000c6rg,5.7,mww
us6000c6si,5.8,mww
us6000c7b1,5.9,mww
us6000c7ce,5.5,mww
us6000c7k9,5.6,mww
us6000c7ne,5.6,mww
us6000c8z4,5.5,mww
us6000c950,5.5,mww
us6000c9ci,5.6,mww
us6000c9cs,5.5,mww
us6000c9hg,7.6,mww
us6000c9km,5.5,mww
us6000c9lb,5.67,mw
us6000c9lf,5.9,mww
us6000c9u7,5.6,mww
us6000ca0k,5.6,mww
us6000cafc,5.9,mww
us6000caj9,5.7,mww
us6000cb8b,5.8,mww
us6000cbug,5.9,mww
us6000cbx8,6.1,mww
us6000ccyh,5.9,mww
us6000cd45,5.5,mww
us6000cqme,5.7,mww
us6000cr45,5.5,mww
us6000crcq,6.1,mww
us6000cre1,5.5,mww
us6000crfr,5.5,mww
us6000cs8g,5.5,mww
us6000d1pw,5.7,mww
us6000d223,5.7,mww
us6000d224,5.7,mww
us6000d29t,6.1,mww
us6000d2ra,6.3,mww
us6000d3dd,5.5,mww
us6000d3dr,5.7,mww
us6000d3i9,6.7,mww
us6000d3kl,5.7,mww
us6000d3xn,5.7,mww
us6000d3zh,6.4,mww
us6000d454,5.7,mww
us6000d58t,6.1,mww
us6000d5zz,6.2,mww
us6000d66r,5.8,mww
us6000d672,5.5,mww
us6000d69r,6.1,mww
us6000d6lg,6.3,mww
us6000d6my,6.1,mww
us6000d6xb,5.5,mww
us6000d74p,6.1,mww
us6000d764,6.1,mww
us6000d78y,5.6,mww
us6000d7c5,5.6,mww
us6000d7hn,5.5,mww
us6000d7ix,6.7,mww
us6000d7ml,5.9,mww
us6000d7tq,5.9,mww
us6000d882,5.7,mww
us6000dcx1,5.7,mww
us6000dcx7,5.5,mww
us6000dd2i,5.7,mww
us6000ddge,5.5,mww
us6000ddzk,5.8,mww
us6000de19,5.8,mww
us6000de1j,5.6,mww
us6000de34,6.7,mww
us6000defh,5.7,mww
us6000df9r,6.0,mww
us6000dfad,6.3,mww
us6000dfgj,5.7,mww
us6000dfj3,5.5,mww
us6000dfsv,5.6,mww
us6000dg56,5.6,mww
us6000dg6u,6.1,mww
us6000dg6v,5.6,mww
us6000dg70,6.3,mww
us6000dg72,6.1,mww
us6000dg77,7.7,mww
us6000dg8c,5.68,mw
us6000dgb4,6.1,mwb
us6000dgbp,5.74,mw
us6000dgc7,6.1,mww
us6000dgde,5.8,mww
us6000dge5,6.3,mww
us6000dgeb,5.76,mw
us6000dgg9,5.8,mww
us6000dggq,5.9,mww
us6000dgje,5.8,mww
us6000dgkr,6.0,mww
us6000dgku,5.7,mww
us6000dglp,5.8,mww
us6000dglt,5.7,mww
us6000dgxz,5.9,mww
us6000dh48,5.9,mww
us6000dher,7.1,mww
us6000dhfg,5.74,mw
us6000dhm9,5.7,mww
us6000dhxn,6.2,mww
us6000dhxs,5.5,mww
us6000dhxu,5.9,mww
us6000diae,5.5,mww
us6000didd,5.5,mww
us6000dii3,6.1,mww
us6000dila,6.2,mww
us6000dip3,6.1,mww
us6000diqr,5.8,mww
us6000divk,5.6,mww
us6000dj8g,5.31,mw
us6000djk6,5.5,mww
us6000dk70,5.8,mww
us6000dkmk,5.6,mww
us6000dw8i,5.5,mww
us6000dwkd,5.8,mww
us6000dwvx,5.7,mww
us6000dwvy,5.5,mww
us6000dww9,5.9,mww
us6000dx0m,5.5,mww
us6000dx32,5.7,mww
us6000dx92,5.9,mww
us6000dxge,5.5,mww
us6000dxr3,5.5,mww
us6000dy64,6.4,mww
us6000dy9x,6.0,mww
us6000dydn,5.6,mww
us6000dynd,6.6,mww
us6000dysl,5.9,mww
us6000dytb,5.6,mww
us6000dz3c,6.1,mww
us6000dzd6,5.7,mww
us6000dzkn,5.6,mww
us6000dzlv,6.1,mww
us6000dzt8,5.7,mww
us6000e0iy,6.0,mww
us6000e0j2,5.6,mww
us6000e0k5,6.1,mww
us6000e0lk,6.0,mww
us6000e1ec,5.7,mww
us6000e1g3,5.6,mww
us6000e2hf,5.6,mww
us6000e2hq,5.69,mw
us6000e2k3,5.8,mww
us6000e2mt,5.55,mw
us6000e2mv,5.8,mww
us6000e30x,6.1,mww
us6000e3j6,5.5,mww
us6000e47c,6.5,mww
us6000e4f6,5.6,mww
us6000e4rl,6.5,mww
us6000ef48,5.43,mw
us6000ef4i,5.49,mw
us6000efq6,5.5,mww
us6000eglq,5.5,mww
us6000egs4,5.9,mww
us6000ep7f,5.7,mww
us6000eq1h,5.6,mww
us6000et50,5.5,mww
us6000etfa,5.5,mww
us6000etn1,5.6,mww
us6000etxj,6.1,mww
us6000etxn,5.84,mw
us6000etys,5.7,mww
us6000exmx,6.0,mww
